GEOID,NAME,male,medage,pop,black,asian,pacific,latino,commute_hr1,commute_hr2,medrent,medincome
29709,ZCTA5 29709,3423,42.1,7081,1826,20,9,10,116,67,641,46607
29724,ZCTA5 29724,13,17.5,39,0,0,0,0,0,0,NA,NA
29730,ZCTA5 29730,26988,35,55937,21541,641,28,2629,1200,251,893,46736
29745,ZCTA5 29745,14899,40.7,30697,4842,238,0,740,1196,240,698,52808
29812,ZCTA5 29812,5472,40.5,11357,4955,32,8,350,274,175,660,36383
29831,ZCTA5 29831,2188,43.7,4332,1109,14,0,207,46,18,705,44935
29842,ZCTA5 29842,3661,40.4,7462,3082,9,0,519,90,34,704,39750
29843,ZCTA5 29843,584,44.4,1195,163,0,0,6,8,12,681,36346
29212,ZCTA5 29212,13995,42.5,29586,6439,1032,0,1433,352,213,1051,69130
29303,ZCTA5 29303,12052,30.7,25089,7727,966,0,2888,141,63,710,35452
29365,ZCTA5 29365,5664,37.3,11211,1173,156,0,368,212,72,880,62016
29388,ZCTA5 29388,7476,38.7,15721,2685,40,8,485,231,69,660,47252
29401,ZCTA5 29401,4289,28,9627,1189,98,0,371,14,44,1517,75375
29405,ZCTA5 29405,15242,35.7,29677,19763,103,30,1191,298,42,909,35240
29412,ZCTA5 29412,19366,40.2,40275,6194,731,0,857,178,232,1329,74664
29423,ZCTA5 29423,418,19.6,1035,204,15,0,58,0,17,NA,NA
29426,ZCTA5 29426,783,47.4,1888,1101,0,0,13,36,23,844,39167
29003,ZCTA5 29003,3085,42.3,6510,3877,29,0,162,316,37,858,42407
29030,ZCTA5 29030,914,49.9,1928,1021,0,0,28,72,32,538,59231
29051,ZCTA5 29051,1635,28.1,2007,1350,0,0,101,22,0,NA,60917
29054,ZCTA5 29054,4732,42.3,9260,198,92,0,459,223,64,752,64363
29063,ZCTA5 29063,19502,37.3,39090,10240,535,0,920,875,334,1244,78983
29018,ZCTA5 29018,1446,50,2971,1927,45,0,17,81,41,571,36133
29033,ZCTA5 29033,6082,33.8,12541,2847,529,47,227,57,81,920,50981
29052,ZCTA5 29052,778,49.3,2111,2106,0,0,0,0,25,730,43361
29069,ZCTA5 29069,2049,45.8,4393,1626,54,0,0,31,63,629,29055
29079,ZCTA5 29079,0,NA,10,10,0,0,0,0,0,NA,NA
29108,ZCTA5 29108,10054,36.8,20890,8647,31,0,2237,355,53,716,38136
29138,ZCTA5 29138,5601,37.4,11196,3437,0,0,2889,420,67,671,40105
29112,ZCTA5 29112,1771,48.1,3841,1494,0,0,70,122,21,592,32206
29127,ZCTA5 29127,4001,51.6,8339,1642,5,0,65,352,102,791,56568
29130,ZCTA5 29130,2848,52.4,5755,2364,74,0,43,104,88,814,43988
29150,ZCTA5 29150,18248,36,39616,19687,617,0,1687,663,422,747,37957
29204,ZCTA5 29204,8732,36.1,18709,10558,253,7,200,81,143,813,41178
29006,ZCTA5 29006,5068,41.4,10720,2475,0,0,633,283,122,699,47044
29010,ZCTA5 29010,6773,41.4,12469,8098,6,0,423,211,85,652,31317
29031,ZCTA5 29031,586,40.7,1136,887,0,0,11,60,9,727,41563
29048,ZCTA5 29048,2672,54.7,4825,2642,0,0,96,293,79,926,37767
29062,ZCTA5 29062,86,46.3,131,68,0,0,0,0,5,NA,NA
29065,ZCTA5 29065,203,53.1,509,370,0,0,0,0,0,NA,46645
29067,ZCTA5 29067,6389,38.7,11093,2325,22,0,28,277,134,721,39389
29073,ZCTA5 29073,22003,38,46555,5693,456,6,2218,736,353,873,59292
29107,ZCTA5 29107,1283,38.8,2737,884,0,0,0,167,69,665,37875
29536,ZCTA5 29536,7520,36.8,16012,8369,0,2,333,90,301,557,29102
29544,ZCTA5 29544,2549,37.9,5301,173,0,0,53,153,33,769,42519
29565,ZCTA5 29565,3529,32.9,7836,3893,53,0,33,32,4,535,32376
29575,ZCTA5 29575,8934,52.2,18727,627,221,84,777,71,143,941,51278
29585,ZCTA5 29585,7314,58,15022,1573,168,0,755,300,82,1152,75427
29630,ZCTA5 29630,7402,28.6,14972,1509,473,0,1145,200,130,686,31250
29638,ZCTA5 29638,1530,43,3225,707,68,0,43,67,45,756,48315
29646,ZCTA5 29646,13424,37.6,28182,11606,7,0,3078,630,177,668,33979
29651,ZCTA5 29651,23804,39.2,47493,4437,1019,0,4411,468,275,769,58029
29654,ZCTA5 29654,4379,44.1,9306,1011,11,52,224,214,65,683,42406
29662,ZCTA5 29662,7286,38.9,15696,4234,296,0,1565,50,112,914,60051
29669,ZCTA5 29669,5852,42.1,12058,1017,0,0,763,122,46,715,47209
29828,ZCTA5 29828,304,48.6,689,147,0,0,0,15,0,337,33409
29801,ZCTA5 29801,13347,39.2,28308,12866,361,54,1200,306,164,757,41703
29816,ZCTA5 29816,536,37.5,971,114,0,0,320,64,0,742,24231
29826,ZCTA5 29826,53,52.1,119,100,0,0,0,1,4,419,31875
29469,ZCTA5 29469,514,55.9,880,45,0,0,0,9,17,NA,84583
29479,ZCTA5 29479,3276,38.8,6758,4199,11,0,59,395,58,634,32902
29483,ZCTA5 29483,39094,36.5,81942,16962,793,102,4053,2241,988,993,60606
29487,ZCTA5 29487,1510,49.8,2999,1723,0,0,184,181,24,1015,56786
29506,ZCTA5 29506,9542,34.7,20823,14159,76,9,408,240,177,666,35136
29511,ZCTA5 29511,2430,41.2,4986,306,31,0,195,96,67,740,52565
29516,ZCTA5 29516,460,38.5,1038,392,0,0,89,0,1,739,37237
29519,ZCTA5 29519,139,54,228,118,0,0,0,0,10,NA,25761
29526,ZCTA5 29526,23410,39.7,46369,7731,509,46,2503,581,326,878,46218
30339,ZCTA5 30339,10959,33.9,23373,5271,3328,16,2049,454,42,1332,79883
30401,ZCTA5 30401,6532,35.8,13598,5606,0,0,702,160,241,616,36210
30452,ZCTA5 30452,657,46.5,1372,277,15,0,79,46,0,913,46588
30455,ZCTA5 30455,218,55.4,465,87,0,0,15,2,15,663,37969
30457,ZCTA5 30457,3048,42.3,5885,1840,0,0,112,38,96,562,38919
30467,ZCTA5 30467,5899,42.2,12070,5191,100,0,186,490,198,610,37189
30504,ZCTA5 30504,13701,32,26966,1662,761,0,14707,1072,323,941,49067
30510,ZCTA5 30510,3568,37.1,9042,632,149,0,1378,88,184,701,41087
30354,ZCTA5 30354,6929,33.1,16398,11580,192,0,1449,718,482,875,37967
30421,ZCTA5 30421,1476,40.8,3322,444,0,0,137,74,53,524,48598
30434,ZCTA5 30434,2674,35.3,5386,3459,4,0,324,211,30,568,29253
30436,ZCTA5 30436,5755,38.2,12092,2456,18,0,1074,169,91,602,34213
30441,ZCTA5 30441,873,41.8,1701,451,3,0,13,72,24,598,36838
30448,ZCTA5 30448,39,45.5,76,50,0,0,0,0,0,NA,90250
30456,ZCTA5 30456,885,43.6,1936,1040,8,0,30,60,56,565,34178
30461,ZCTA5 30461,7452,36.3,14366,3166,217,0,419,367,176,819,55910
30471,ZCTA5 30471,2614,36,5085,1520,63,0,294,167,75,529,30558
30512,ZCTA5 30512,10323,53.8,21080,130,161,0,674,168,469,724,46497
30522,ZCTA5 30522,490,54,897,0,0,0,0,34,22,NA,36875
30552,ZCTA5 30552,904,44,1805,5,0,0,151,58,10,988,44097
30530,ZCTA5 30530,3085,39.3,6330,275,117,0,166,155,44,818,51824
30535,ZCTA5 30535,3755,41.5,7431,54,268,0,412,110,93,768,48663
30548,ZCTA5 30548,9489,42.4,18630,1158,568,3,1089,894,278,1013,84122
30017,ZCTA5 30017,11303,38.4,24416,7640,1969,0,1635,1680,637,1328,93813
30025,ZCTA5 30025,4646,42.3,9308,1848,0,0,456,506,172,958,69710
30038,ZCTA5 30038,17695,33.4,39104,36735,86,0,547,2783,847,1091,48203
30052,ZCTA5 30052,32266,36.5,65959,18306,1706,10,5142,4658,1400,1209,67394
30055,ZCTA5 30055,1576,39.7,3306,91,0,0,165,216,134,969,69595
30071,ZCTA5 30071,12824,30.4,25218,4994,2669,0,12033,1183,199,1101,49175
30019,ZCTA5 30019,22779,36.9,49262,11231,2250,0,5443,3439,591,1637,96742
30005,ZCTA5 30005,20307,37.6,40056,4197,9999,0,2308,2230,520,1449,127764
30008,ZCTA5 30008,16168,32,31982,13063,681,0,10023,1090,536,985,47702
30022,ZCTA5 30022,33927,39,68807,9540,11935,14,6249,3654,546,1395,105988
30024,ZCTA5 30024,36966,38.6,77334,7464,19231,0,6135,4536,1418,1561,108845
30041,ZCTA5 30041,32963,39.4,66531,1751,9473,0,4900,3611,1193,1287,107284
30066,ZCTA5 30066,27122,41.3,55548,7559,4123,0,4365,3546,724,1235,90034
30082,ZCTA5 30082,13776,36.6,29011,9740,2090,11,4541,1323,334,1200,75548
30083,ZCTA5 30083,27559,33.7,58323,45448,2987,0,2251,2402,1562,977,40489
30094,ZCTA5 30094,16214,41,34928,18992,812,0,1971,1961,488,1136,67870
30113,ZCTA5 30113,3236,41.1,6649,166,147,24,62,320,242,714,45175
30125,ZCTA5 30125,11433,38.5,23814,2907,95,0,5166,746,294,686,41210
30145,ZCTA5 30145,3672,45.1,7142,624,17,0,115,219,186,1009,65030
30148,ZCTA5 30148,442,36.1,861,0,0,0,67,130,0,NA,42402
30152,ZCTA5 30152,20870,37.4,43310,8035,2709,10,3707,3480,744,1222,89729
30204,ZCTA5 30204,5987,37.5,12940,4627,147,0,259,318,109,633,37441
30215,ZCTA5 30215,17773,42.3,36441,9058,1739,1,1813,1631,467,1173,92806
30217,ZCTA5 30217,4421,41.5,9144,1051,58,0,248,291,223,669,47540
30218,ZCTA5 30218,851,41.8,1628,313,0,0,13,178,41,900,53667
30223,ZCTA5 30223,18103,39.8,36986,14241,181,19,2208,1360,276,822,39341
30233,ZCTA5 30233,12644,40.4,23245,4855,101,60,737,1049,481,773,44748
30248,ZCTA5 30248,12195,34.9,25161,6337,421,0,1717,1087,378,1184,68030
30253,ZCTA5 30253,26061,35.6,55176,28465,2640,0,3410,2585,1077,1098,65675
30256,ZCTA5 30256,1300,40.6,2589,55,0,0,24,156,33,628,52500
30268,ZCTA5 30268,4780,38,10434,4318,134,0,1102,316,79,965,51902
30273,ZCTA5 30273,7054,37.8,14663,9838,481,0,1596,644,235,1154,58690
30274,ZCTA5 30274,16177,32.1,35347,27858,1227,0,3429,1104,349,925,41676
30288,ZCTA5 30288,4212,41.4,9230,6850,117,0,1297,592,262,869,54365
30296,ZCTA5 30296,12883,35.5,28671,24006,715,0,2170,1130,421,1153,54273
30303,ZCTA5 30303,3701,21.8,6719,4001,310,0,493,59,7,1030,22663
30501,ZCTA5 30501,14415,31.2,29629,4457,324,0,13455,563,307,841,45910
30513,ZCTA5 30513,5435,50.1,11753,57,64,0,129,273,227,689,47549
30519,ZCTA5 30519,23283,35.4,46415,8244,4270,0,4572,2335,839,1492,82113
30545,ZCTA5 30545,351,49,698,6,16,1,0,26,55,570,43533
30549,ZCTA5 30549,12036,39.6,24892,1981,364,5,1429,992,451,796,64465
30571,ZCTA5 30571,1910,59.5,3545,42,23,0,102,109,108,1055,57060
30602,ZCTA5 30602,1035,19.5,2824,466,528,0,138,10,0,NA,NA
30828,ZCTA5 30828,1988,42,4205,2604,45,0,23,163,35,613,31107
30016,ZCTA5 30016,25814,35.6,54242,29611,729,84,2791,3210,710,1175,54575
30101,ZCTA5 30101,29085,38.2,58041,10985,1371,0,4687,4108,1263,1319,88809
30582,ZCTA5 30582,2402,40.5,5038,113,0,0,127,9,99,772,42632
30665,ZCTA5 30665,31,24.8,67,46,0,0,0,0,0,NA,31250
30734,ZCTA5 30734,1970,37.9,3779,1,0,0,0,162,199,842,45811
30328,ZCTA5 30328,17487,38.4,37111,4562,4584,0,3286,725,183,1358,83860
30345,ZCTA5 30345,12877,34.7,25562,5653,1480,0,5843,705,348,1243,76635
30411,ZCTA5 30411,3357,37.1,4766,2337,0,0,90,29,29,433,32372
30516,ZCTA5 30516,1073,45.8,2012,197,0,0,47,15,43,795,37050
30525,ZCTA5 30525,3418,52.1,7305,190,0,0,632,141,76,678,37134
30541,ZCTA5 30541,784,59.7,1580,0,0,0,246,69,0,860,39412
30683,ZCTA5 30683,3399,43.6,6601,1137,30,0,791,72,37,846,48125
30547,ZCTA5 30547,1548,48.1,3209,131,6,0,43,97,42,642,47586
30555,ZCTA5 30555,1282,44,2273,0,2,0,27,100,133,366,35990
30746,ZCTA5 30746,467,53.8,940,0,0,0,0,0,19,851,33472
30725,ZCTA5 30725,2343,40,4646,109,11,0,238,64,88,754,51627
30728,ZCTA5 30728,10224,38.7,20609,1182,401,0,244,362,271,650,40121
30747,ZCTA5 30747,8341,40.7,15438,2315,13,0,271,447,31,570,35427
30752,ZCTA5 30752,4198,43.2,8463,67,33,24,196,178,97,665,44693
30906,ZCTA5 30906,28248,34.7,58114,39059,324,0,2493,356,400,875,35071
30002,ZCTA5 30002,2731,42,5920,2172,211,0,200,255,143,763,59931
30011,ZCTA5 30011,7556,34.6,15428,1968,439,0,1914,799,524,1074,62283
30033,ZCTA5 30033,15597,37.2,32968,4430,4741,15,2441,596,290,1181,78053
30040,ZCTA5 30040,35048,36.9,70510,3277,5201,95,7757,3260,1346,1247,94377
30043,ZCTA5 30043,44147,36.1,90675,22279,11647,22,16285,5708,1520,1265,76493
30079,ZCTA5 30079,1281,36.9,2824,1560,304,0,58,181,18,935,48750
30104,ZCTA5 30104,2725,43.5,4960,161,0,0,94,305,103,889,58112
30106,ZCTA5 30106,9924,36.7,21742,12568,490,1,2493,994,297,1082,52294
30121,ZCTA5 30121,11415,34.7,23373,3709,456,0,1828,602,256,943,53658
30122,ZCTA5 30122,12611,33.7,25786,14073,709,0,3090,920,289,1089,54360
30182,ZCTA5 30182,1206,48,2498,20,95,0,54,110,88,585,37217
30184,ZCTA5 30184,3227,46,6612,86,4,0,206,285,83,934,63750
30187,ZCTA5 30187,4027,43.2,7918,1117,92,0,313,488,211,1081,73399
30189,ZCTA5 30189,19413,38.7,38550,3076,930,0,3180,3146,870,1355,87366
30236,ZCTA5 30236,23996,33,49694,30519,2317,0,7342,1459,643,941,50906
30252,ZCTA5 30252,22260,37.8,46286,12127,564,0,2065,2871,1021,1280,83727
30257,ZCTA5 30257,2270,39.6,4345,659,2,0,179,158,121,708,46691
30258,ZCTA5 30258,1488,38.9,3047,252,23,0,4,99,28,944,49454
30285,ZCTA5 30285,304,49.1,639,57,0,0,0,31,9,NA,39856
30312,ZCTA5 30312,10565,33.9,22275,11034,732,11,979,513,179,1104,52003
30317,ZCTA5 30317,6343,36.4,13737,6361,317,0,233,474,136,979,69063
30559,ZCTA5 30559,2190,47.9,4701,16,93,28,79,76,73,991,41588
30568,ZCTA5 30568,909,53.3,1645,125,4,0,249,0,0,NA,36736
30572,ZCTA5 30572,342,62,796,18,12,0,16,0,17,NA,33036
30575,ZCTA5 30575,722,46.2,1533,33,5,0,583,79,33,646,53250
30576,ZCTA5 30576,1158,47.2,2310,73,0,0,138,33,9,658,45714
30577,ZCTA5 30577,9432,40.4,21204,2581,119,2,732,403,298,685,41177
30625,ZCTA5 30625,1069,51.4,2140,351,0,0,91,70,37,914,56912
30629,ZCTA5 30629,2524,40.6,4735,468,157,0,49,115,13,751,43088
30646,ZCTA5 30646,2996,39.6,6506,507,0,0,608,54,70,807,50221
30667,ZCTA5 30667,432,47.1,954,150,1,0,48,38,29,733,52083
30677,ZCTA5 30677,8668,43.1,18337,1224,726,0,753,287,177,949,78892
30506,ZCTA5 30506,21788,41.2,44468,323,366,20,5156,1717,940,1058,77060
30507,ZCTA5 30507,15094,33,30076,3857,906,0,13381,647,243,903,50081
30511,ZCTA5 30511,2042,33.8,4009,0,0,0,1231,93,23,649,45143
30171,ZCTA5 30171,1899,43.9,3467,12,0,0,44,204,66,806,66179
30607,ZCTA5 30607,5345,31.8,10748,2641,147,0,2937,250,98,873,53769
30601,ZCTA5 30601,11651,26.7,23685,9893,165,0,3485,266,279,800,24783
30605,ZCTA5 30605,19411,25.6,41451,9564,2601,8,2231,694,263,812,33857
30631,ZCTA5 30631,832,45.7,1647,1052,8,0,10,32,35,550,31853
30075,ZCTA5 30075,26329,43.6,53328,4889,1879,22,3962,2351,524,1333,116923
30116,ZCTA5 30116,12078,38.2,24161,2862,56,22,1425,1085,326,900,54823
30413,ZCTA5 30413,799,40.9,1805,784,0,0,15,64,6,633,46250
30415,ZCTA5 30415,2755,39.8,6161,408,20,0,105,197,17,782,56324
30423,ZCTA5 30423,66,32.4,121,4,0,0,11,0,0,638,NA
30426,ZCTA5 30426,410,31.2,782,450,0,0,1,0,39,711,40625
30438,ZCTA5 30438,12,39.5,31,7,0,0,0,0,2,NA,NA
30446,ZCTA5 30446,578,31,1251,485,0,0,75,112,39,630,38029
30470,ZCTA5 30470,225,34.5,338,11,0,0,3,4,2,342,21875
30473,ZCTA5 30473,1280,46.6,2445,423,10,0,122,104,2,521,41836
30341,ZCTA5 30341,17045,32.2,32341,5506,3102,4,8504,612,269,1169,60154
30068,ZCTA5 30068,16181,44.6,32613,2228,2953,49,2122,910,201,1230,117475
30188,ZCTA5 30188,30461,38.8,63171,4361,1547,0,6260,4269,1515,1320,77454
30295,ZCTA5 30295,2162,37.1,4352,691,10,0,85,290,87,700,52287
30062,ZCTA5 30062,32661,40.2,66053,7804,5564,15,4590,3138,402,1306,99101
28338,ZCTA5 28338,2130,42.6,4663,1036,114,0,479,68,122,659,45260
28078,ZCTA5 28078,29612,36.8,60107,7110,1502,0,4388,1136,670,1268,95874
28083,ZCTA5 28083,12471,37.2,25540,6427,294,0,3639,359,165,889,48103
28088,ZCTA5 28088,1052,43.9,2746,88,80,0,172,137,19,876,53949
28101,ZCTA5 28101,352,38.6,826,3,0,0,3,21,2,839,60294
28112,ZCTA5 28112,13406,39.1,26999,4321,206,0,5341,804,219,888,52745
28133,ZCTA5 28133,1072,45.5,2383,110,15,0,72,37,43,795,53009
28147,ZCTA5 28147,12481,39.7,24878,3860,324,20,4160,423,290,759,49048
28160,ZCTA5 28160,1722,37.4,3586,1184,0,9,72,97,6,621,36199
28164,ZCTA5 28164,7390,43.6,15099,890,51,7,359,366,176,755,56762
28617,ZCTA5 28617,1184,35.9,2323,5,23,10,227,122,12,494,34691
28636,ZCTA5 28636,2586,44.2,5013,90,0,0,691,209,27,621,43810
28637,ZCTA5 28637,807,43.3,1734,64,4,0,0,17,4,644,40880
28651,ZCTA5 28651,3570,47,7419,12,0,33,178,244,77,600,35919
28658,ZCTA5 28658,13464,40,27479,2664,527,0,3491,459,247,731,46977
28662,ZCTA5 28662,57,54.9,114,0,0,0,0,0,0,NA,47222
28668,ZCTA5 28668,135,49.4,314,1,0,0,2,20,22,NA,NA
28676,ZCTA5 28676,1848,48.4,4028,43,34,0,291,107,103,624,52543
28705,ZCTA5 28705,3627,46.2,7139,39,17,0,116,199,45,643,43878
28723,ZCTA5 28723,5231,22,11182,715,109,0,1103,153,5,656,33180
28740,ZCTA5 28740,398,56.5,759,0,3,0,37,3,56,NA,33314
28743,ZCTA5 28743,938,49.4,1987,0,17,0,29,35,92,656,38018
28749,ZCTA5 28749,13,NA,29,0,0,0,0,0,0,NA,NA
28757,ZCTA5 28757,51,68,116,0,0,0,0,0,0,NA,113365
28761,ZCTA5 28761,3859,46.4,7671,98,66,0,111,31,18,649,37889
28771,ZCTA5 28771,3946,46.1,8095,13,0,1,129,248,117,510,35238
28772,ZCTA5 28772,520,49.8,1061,0,0,0,16,37,35,NA,45670
28773,ZCTA5 28773,1386,55.2,3056,42,19,0,61,26,17,839,51546
28782,ZCTA5 28782,3275,58.6,6562,298,0,4,75,46,54,972,51262
28789,ZCTA5 28789,2865,51.4,5281,47,12,0,166,80,0,907,40708
28790,ZCTA5 28790,1708,44.3,3308,0,96,0,92,42,17,855,70641
28791,ZCTA5 28791,6928,52,14954,380,167,151,1221,205,28,850,53964
28804,ZCTA5 28804,10991,43.7,22189,409,229,18,1659,127,104,1078,59855
28006,ZCTA5 28006,572,46.4,1076,0,0,0,42,12,5,804,50893
28017,ZCTA5 28017,239,20,721,33,5,0,10,0,0,NA,NA
28021,ZCTA5 28021,7004,41.8,13991,1119,176,1,421,358,92,753,45606
28023,ZCTA5 28023,8111,40,15623,644,77,10,1045,388,39,784,54626
28036,ZCTA5 28036,8546,37.2,17824,847,310,22,1040,565,123,1098,117685
28480,ZCTA5 28480,1490,41.2,2536,4,0,0,35,17,31,1499,83417
28715,ZCTA5 28715,12913,43.1,26318,331,120,0,2066,179,143,738,53594
28716,ZCTA5 28716,8856,42.6,17807,241,37,0,849,141,117,707,49018
28729,ZCTA5 28729,1745,54.5,3271,0,47,0,0,41,0,NA,52702
28732,ZCTA5 28732,8475,43.6,17479,1022,466,0,759,169,40,1004,59993
28733,ZCTA5 28733,7,44.3,10,0,0,0,0,4,0,NA,NA
28001,ZCTA5 28001,12797,41.8,26601,3948,467,9,1237,981,225,714,45121
28007,ZCTA5 28007,333,49.5,714,660,0,0,0,35,0,728,36522
28018,ZCTA5 28018,2279,47.6,4699,80,0,0,91,186,57,667,36108
28020,ZCTA5 28020,1065,44.5,2082,0,119,0,3,38,15,929,42700
28025,ZCTA5 28025,27522,38.2,54829,9825,536,56,7230,1456,568,837,54774
28072,ZCTA5 28072,666,40.4,1292,190,0,0,14,42,0,590,53750
28432,ZCTA5 28432,905,41,1790,459,0,0,0,16,12,585,26198
28394,ZCTA5 28394,2832,41.1,5303,658,79,0,353,67,30,953,47018
28395,ZCTA5 28395,1281,39.2,2466,517,63,0,42,41,24,748,54656
28411,ZCTA5 28411,18567,39.4,37995,3436,565,0,1505,503,205,1168,72045
28452,ZCTA5 28452,390,41.1,934,505,0,0,14,42,0,913,19238
28436,ZCTA5 28436,1004,44.8,1975,309,18,0,138,62,15,801,50972
28441,ZCTA5 28441,1864,30.2,3818,925,0,0,1200,37,17,571,26849
28443,ZCTA5 28443,10857,43.6,22138,520,178,0,503,267,188,1052,64317
28458,ZCTA5 28458,3518,39.8,7024,2890,7,0,1306,102,54,690,38750
28463,ZCTA5 28463,5338,38.1,9741,3214,11,0,799,178,79,606,34564
28479,ZCTA5 28479,3261,43.2,6274,617,108,0,111,50,49,843,59175
28510,ZCTA5 28510,717,57,1503,115,24,0,55,15,45,820,57381
28512,ZCTA5 28512,1621,58.1,3236,41,0,0,66,21,43,978,62660
28515,ZCTA5 28515,1598,42.9,2584,1046,9,0,146,15,15,633,29292
28421,ZCTA5 28421,836,38.8,1585,501,0,0,154,32,10,743,36932
28422,ZCTA5 28422,4296,51.1,8404,1835,0,0,314,119,25,744,45183
28423,ZCTA5 28423,1161,41.6,2359,685,26,2,172,33,13,780,39958
28430,ZCTA5 28430,958,39.5,2205,322,0,0,169,57,60,631,41169
28445,ZCTA5 28445,4000,36.2,7278,88,15,0,347,108,226,1133,59766
28448,ZCTA5 28448,384,45,887,115,0,0,116,59,0,NA,20658
28449,ZCTA5 28449,971,57.1,1932,0,0,0,38,29,56,1534,81181
28468,ZCTA5 28468,2539,62.2,5093,191,0,0,76,122,0,986,55000
28745,ZCTA5 28745,174,73.4,461,0,0,0,0,0,12,NA,57222
28751,ZCTA5 28751,1598,62.4,3387,45,11,0,140,39,47,820,48177
28752,ZCTA5 28752,15429,42.4,30591,1429,217,14,2204,270,233,643,41632
28768,ZCTA5 28768,3502,50.8,7388,281,16,0,192,94,170,749,50267
28805,ZCTA5 28805,8946,46.7,19818,1825,45,0,1370,134,48,870,49893
28906,ZCTA5 28906,9597,51.9,19401,326,163,0,654,248,281,736,41856
28390,ZCTA5 28390,12033,29.6,23790,7350,618,194,3547,394,213,938,46600
28344,ZCTA5 28344,1942,34.4,4199,566,1,3,1390,70,28,736,43587
28360,ZCTA5 28360,7208,35.1,14931,1624,108,10,1438,187,146,629,37608
28391,ZCTA5 28391,2967,38.1,5984,790,50,24,339,52,70,732,52762
28401,ZCTA5 28401,11666,38.2,24279,9390,102,176,2123,221,223,859,33309
28708,ZCTA5 28708,164,37.5,375,0,0,0,0,35,10,NA,34674
28712,ZCTA5 28712,9616,51.1,20017,1239,77,15,757,110,136,713,46490
28717,ZCTA5 28717,812,40.3,1640,0,0,0,72,11,0,768,41108
28742,ZCTA5 28742,1334,49.4,2660,40,0,0,0,54,8,782,65972
28747,ZCTA5 28747,1066,49.1,2243,0,0,0,117,45,21,689,36653
28009,ZCTA5 28009,523,45.6,1221,307,0,0,0,57,8,677,33261
28016,ZCTA5 28016,6065,38.8,13046,1451,0,0,696,318,66,722,44313
28034,ZCTA5 28034,8476,41,17327,1890,149,96,1056,215,239,700,46423
28037,ZCTA5 28037,9902,45.5,20110,324,275,0,616,787,214,828,75516
28056,ZCTA5 28056,16204,42.5,34401,3122,955,0,2250,703,292,845,63563
28071,ZCTA5 28071,1510,45.3,2649,104,0,0,5,150,24,753,43551
28075,ZCTA5 28075,8912,40.2,18621,3273,1267,0,392,505,116,1558,99075
28079,ZCTA5 28079,18104,37.8,36737,3610,1008,67,3249,1149,437,1290,78407
28080,ZCTA5 28080,3997,42,7941,240,28,19,228,253,30,708,53811
28089,ZCTA5 28089,51,20.8,217,17,7,0,2,0,0,NA,NA
28115,ZCTA5 28115,18572,37.6,37023,3258,831,0,2638,1372,527,870,62252
28120,ZCTA5 28120,10255,40,21119,3045,496,30,682,268,81,810,56234
28169,ZCTA5 28169,81,44.6,146,16,0,0,0,10,5,609,NA
28202,ZCTA5 28202,7170,30.9,12745,3177,457,0,836,77,128,1421,90972
28206,ZCTA5 28206,5616,33.2,11919,8625,162,0,1420,283,199,835,31617
28207,ZCTA5 28207,4666,40.1,9539,298,84,0,182,115,41,1195,129886
28270,ZCTA5 28270,17565,39.5,35059,3710,2659,10,1862,697,231,1322,95224
28301,ZCTA5 28301,8221,32.8,17600,13088,266,0,677,232,207,652,26261
28311,ZCTA5 28311,17083,32.8,35641,15182,713,138,3649,473,128,840,47534
28385,ZCTA5 28385,1090,41.9,2562,1227,0,0,102,41,13,536,39236
28323,ZCTA5 28323,1988,34.4,3899,1138,5,0,499,103,29,735,52351
28325,ZCTA5 28325,204,50.1,444,68,0,0,139,8,4,825,56477
28372,ZCTA5 28372,6781,30,14022,1886,94,0,299,277,80,598,29399
28387,ZCTA5 28387,7098,44.8,15526,2333,201,42,653,315,60,916,60617
28399,ZCTA5 28399,944,47.6,1990,591,0,0,252,14,0,663,33594
28457,ZCTA5 28457,5166,37.5,10303,1078,7,39,1948,73,91,900,48843
28447,ZCTA5 28447,687,41.3,1643,509,0,0,317,70,21,569,49199
28454,ZCTA5 28454,1247,33.5,2503,769,0,0,84,67,63,1193,58889
28455,ZCTA5 28455,823,47.6,1914,74,0,0,16,35,0,690,41458
28460,ZCTA5 28460,5991,31.7,10490,236,268,0,1109,182,78,1157,60580
28465,ZCTA5 28465,3596,59.4,7252,1,4,0,170,76,101,1085,65547
28467,ZCTA5 28467,4705,63.7,10551,799,21,33,228,0,76,1136,55367
28707,ZCTA5 28707,53,51.4,160,0,0,0,0,0,0,NA,NA
28709,ZCTA5 28709,1259,43.6,2302,0,7,0,37,7,32,686,47250
28519,ZCTA5 28519,123,52.2,260,74,0,0,1,8,3,NA,53875
28527,ZCTA5 28527,502,54,1016,59,0,0,47,8,0,588,57708
28528,ZCTA5 28528,333,42.6,590,0,0,0,0,0,8,NA,38906
28529,ZCTA5 28529,896,42.5,1706,147,0,0,73,24,34,691,46224
28012,ZCTA5 28012,11222,39.9,22968,1925,632,1,1202,261,132,867,66910
28027,ZCTA5 28027,30415,38,63423,11341,3589,6,7056,1092,761,906,71067
28032,ZCTA5 28032,1601,38.5,3296,90,126,0,168,38,28,876,59071
28052,ZCTA5 28052,17366,35.2,35302,11673,92,10,4082,478,226,828,36243
28076,ZCTA5 28076,144,34.9,376,104,0,0,0,2,0,NA,27074
28081,ZCTA5 28081,13084,35.4,27557,4758,305,30,3664,639,67,809,49743
