ID,State ID,County ID,County Area Name,Type,City where County Gov.'s responding office is located,State,ZIP,ZIP -suffix,"Population as of July 1, 2011 (Vintage 2013)",FIPS State,FIPS County,FIPS Place,"* This file includes all county-type areas in the United States.  Not all county-type areas have independent county-level governments (labeled as census counties, independent cities, or other).  Some areas are governed by legally consolidated city-county governments; others are incorporated as independent cities.  Census counties refer to areas with certain types of county offices that are included as part of another government.  Boroughs are unique to Alaska: parishes to Louisiana.  For more information, see Appendix A of Individual State Descriptions at http://www.census.gov/govs/cog/2012isd.pdf.    ",
01001,01,001,AUTAUGA,COUNTY,PRATTVILLE,AL,36067,,55278,01,001,99001,,
01002,01,002,BALDWIN,COUNTY,BAY MINETTE,AL,36507,,186727,01,003,99003,,
01003,01,003,BARBOUR,COUNTY,CLAYTON,AL,36016,,27301,01,005,99005,,
01004,01,004,BIBB,COUNTY,CENTREVILLE,AL,35042,,22770,01,007,99007,,
01005,01,005,BLOUNT,COUNTY,ONEONTA,AL,35121,,57742,01,009,99009,,
01006,01,006,BULLOCK,COUNTY,UNION SPRINGS,AL,36089,,10618,01,011,99011,,
01007,01,007,BUTLER,COUNTY,GREENVILLE,AL,36037,,20662,01,013,99013,,
01008,01,008,CALHOUN,COUNTY,ANNISTON,AL,36201,,117769,01,015,99015,,
01009,01,009,CHAMBERS,COUNTY,LAFAYETTE,AL,36862,,33995,01,017,99017,,
01010,01,010,CHEROKEE,COUNTY,CENTRE,AL,35960,,26088,01,019,99019,,
01011,01,011,CHILTON,COUNTY,MAPLESVILLE,AL,36750,,43786,01,021,99021,,
01012,01,012,CHOCTAW,COUNTY,BUTLER,AL,36904,,13598,01,023,99023,,
01013,01,013,CLARKE,COUNTY,GROVE HILL,AL,36451,,25615,01,025,99025,,
01014,01,014,CLAY,COUNTY,ASHLAND,AL,36251,,13678,01,027,99027,,
01015,01,015,CLEBURNE,COUNTY,HEFLIN,AL,36264,,14960,01,029,99029,,
01016,01,016,COFFEE,COUNTY,NEW BROCKTON,AL,36351,,50503,01,031,99031,,
01017,01,017,COLBERT,COUNTY,TUSCUMBIA,AL,35674,,54406,01,033,99033,,
01018,01,018,CONECUH,COUNTY,EVERGREEN,AL,36401,,13130,01,035,99035,,
01019,01,019,COOSA,COUNTY,ROCKFORD,AL,35136,,11117,01,037,99037,,
01020,01,020,COVINGTON,COUNTY,ANDALUSIA,AL,36420,,38053,01,039,99039,,
01021,01,021,CRENSHAW,COUNTY,LUVERNE,AL,36049,,13915,01,041,99041,,
01022,01,022,CULLMAN,COUNTY,CULLMAN,AL,35055,,80477,01,043,99043,,
01023,01,023,DALE,COUNTY,OZARK,AL,36360,,50085,01,045,99045,,
01024,01,024,DALLAS,COUNTY,SELMA,AL,36702,,43167,01,047,99047,,
01025,01,025,DE KALB,COUNTY,FORT PAYNE,AL,35967,,71422,01,049,99049,,
01026,01,026,ELMORE,COUNTY,WETUMPKA,AL,36092,,80010,01,051,99051,,
01027,01,027,ESCAMBIA,COUNTY,BREWTON,AL,36427,,38230,01,053,99053,,
01028,01,028,ETOWAH,COUNTY,GADSDEN,AL,35901,,104323,01,055,99055,,
01029,01,029,FAYETTE,COUNTY,FAYETTE,AL,35555,,17074,01,057,99057,,
01030,01,030,FRANKLIN,COUNTY,RUSSELLVILLE,AL,35653,,31765,01,059,99059,,
01031,01,031,GENEVA,COUNTY,GENEVA,AL,36340,,26815,01,061,99061,,
01032,01,032,GREENE,COUNTY,EUTAW,AL,35462,,8905,01,063,99063,,
01033,01,033,HALE,COUNTY,Greensboro,AL,36744,,15389,01,065,99065,,
01034,01,034,HENRY,COUNTY,ABBEVILLE,AL,36310,,17424,01,067,99067,,
01035,01,035,HOUSTON,COUNTY,DOTHAN,AL,36302,,102371,01,069,99069,,
01036,01,036,JACKSON,COUNTY,SCOTTSBORO,AL,35768,,53235,01,071,99071,,
01037,01,037,JEFFERSON,COUNTY,Birmingham,AL,35203,,657998,01,073,99073,,
01038,01,038,LAMAR,COUNTY,VERNON,AL,35592,,14292,01,075,99075,,
01039,01,039,LAUDERDALE,COUNTY,FLORENCE,AL,35631,,92601,01,077,99077,,
01040,01,040,LAWRENCE,COUNTY,Moulton,AL,35650,,34055,01,079,99079,,
01041,01,041,LEE,COUNTY,OPELIKA,AL,36803,,143869,01,081,99081,,
01042,01,042,LIMESTONE,COUNTY,ATHENS,AL,35611,,85537,01,083,99083,,
01043,01,043,LOWNDES,COUNTY,HAYNEVILLE,AL,36040,,11116,01,085,99085,,
01044,01,044,MACON,COUNTY,Tuskegee,AL,36083,,21215,01,087,99087,,
01045,01,045,MADISON,COUNTY,Huntsville,AL,35801,,339681,01,089,99089,,
01046,01,046,MARENGO,COUNTY,LINDEN,AL,36748,,20689,01,091,99091,,
01047,01,047,MARION,COUNTY,HAMILTON,AL,35570,,30741,01,093,99093,,
01048,01,048,MARSHALL,COUNTY,GUNTERSVILLE,AL,35976,,93921,01,095,99095,,
01049,01,049,MOBILE,COUNTY,MOBILE,AL,36633,,412989,01,097,99097,,
01050,01,050,MONROE,COUNTY,MONROEVILLE,AL,36461,,22803,01,099,99099,,
01051,01,051,MONTGOMERY,COUNTY,MONTGOMERY,AL,36102,,231535,01,101,99101,,
01052,01,052,MORGAN,COUNTY,Decatur,AL,35602,,119916,01,103,99103,,
01053,01,053,PERRY,COUNTY,Marion,AL,36756,,10513,01,105,99105,,
01054,01,054,PICKENS,COUNTY,CARROLLTON,AL,35447,,19333,01,107,99107,,
01055,01,055,PIKE,COUNTY,TROY,AL,36081,,32913,01,109,99109,,
01056,01,056,RANDOLPH,COUNTY,WEDOWEE,AL,36278,,22855,01,111,99111,,
01057,01,057,RUSSELL,COUNTY,PHENIX CITY,AL,36868,,55008,01,113,99113,,
01058,01,058,ST CLAIR,COUNTY,Ashville,AL,35953,,84309,01,115,99115,,
01059,01,059,SHELBY,COUNTY,Pelham,AL,35124,,198117,01,117,99117,,
01060,01,060,SUMTER,COUNTY,LIVINGSTON,AL,35470,,13499,01,119,99119,,
01061,01,061,TALLADEGA,COUNTY,TALLADEGA,AL,35161,,81748,01,121,99121,,
01062,01,062,TALLAPOOSA,COUNTY,DADEVILLE,AL,36853,,41460,01,123,99123,,
01063,01,063,TUSCALOOSA,COUNTY,TUSCALOOSA,AL,35402,,196772,01,125,99125,,
01064,01,064,WALKER,COUNTY,JASPER,AL,35502,,66603,01,127,99127,,
01065,01,065,WASHINGTON,COUNTY,CHATOM,AL,36518,,17336,01,129,99129,,
01066,01,066,WILCOX,COUNTY,CAMDEN,AL,36726,,11490,01,131,99131,,
01067,01,067,WINSTON,COUNTY,Double Springs,AL,35553,,24310,01,133,99133,,
02001,02,001,ALEUTIANS WEST,OTHER,,AK,,,5541,,,,,
02002,02,002,ANCHORAGE,CONS CITY-COUNTY,ANCHORAGE,AK,99519,,295907,02,020,03000,,
02003,02,003,BETHEL,OTHER,,AK,,,17441,,,,,
02004,02,004,BRISTOL BAY,BOROUGH,NAKNEK,AK,99633,,1036,02,060,99060,,
02005,02,005,DILLINGHAM,OTHER,,AK,,,4974,,,,,
02006,02,006,FAIRBANKS NORTH STAR,BOROUGH,FAIRBANKS,AK,99707,,99276,02,090,99090,,
02007,02,007,HAINES,BOROUGH,HAINES,AK,99827,,2563,02,100,99100,,
02008,02,008,JUNEAU,CONS CITY-COUNTY,JUNEAU,AK,99801,,32144,02,110,36400,,
02009,02,009,KANAI PENINSULA,BOROUGH,SOLDOTNA,AK,99669,,56405,02,122,99122,,
02010,02,010,KETCHIKAN GATEWAY,BOROUGH,KETCHIKAN,AK,99901,,13669,02,130,99130,,
02011,02,011,NORTHWEST ARCTIC,BOROUGH,KOTZEBUE,AK,99752,,7711,02,188,99188,,
02012,02,012,KODIAK ISLAND,BOROUGH,Kodiak,AK,99615,,13869,02,150,99150,,
02013,02,013,MATANUSKA-SUSITNA,BOROUGH,PALMER,AK,99645,,91886,02,170,99170,,
02014,02,014,NOME,OTHER,,AK,,,9868,,,,,
02015,02,015,NORTH SLOPE,BOROUGH,Anchorage,AK,99723,,9531,02,185,99185,,
02016,02,016,PRINCE OF WALES-HYDER,OTHER,,AK,,,5757,,,,,
02017,02,017,SITKA,CONS CITY-COUNTY,SITKA,AK,99835,,8920,02,220,70540,,
02018,02,018,HOONAH-ANGOON,OTHER,,AK,,,2124,,,,,
02019,02,019,SOUTHEAST FAIRBANKS,OTHER,,AK,,,7107,,,,,
02020,02,020,VALDEZ-CORDOVA,OTHER,,AK,,,9745,,,,,
02021,02,021,WADE HAMPTON,OTHER,,AK,,,7664,,,,,
02022,02,022,PETERSBURG,OTHER,,AK,,,3838,,,,,
02023,02,023,YUKON-KAYUKUK,OTHER,,AK,,,5744,,,,,
02024,02,024,ALEUTIANS EAST,BOROUGH,Sand Point,AK,99661,,3183,02,013,99013,,
02025,02,025,LAKE AND PENINSULA,BOROUGH,KING SALMON,AK,99613,,1650,02,164,99164,,
02026,02,026,DENALI,BOROUGH,HEALY,AK,99743,,1833,02,068,99068,,
02027,02,027,YAKUTAT,BOROUGH,YAKUTAT,AK,99689,,656,02,282,99282,,
02028,02,028,SKAGWAY,BOROUGH,SKAGWAY,AK,99840,,957,02,230,99230,,
02036,02,036,WRANGELL,CONS CITY-COUNTY,WRANGELL,AK,99929,,2376,02,275,86380,,
03001,03,001,APACHE,COUNTY,SAINT JOHNS,AZ,85936,,72349,04,001,99001,,
03002,03,002,COCHISE,COUNTY,BISBEE,AZ,85603,,132488,04,003,99003,,
03003,03,003,COCONINO,COUNTY,FLAGSTAFF,AZ,86001,,134166,04,005,99005,,
03004,03,004,GILA,COUNTY,GLOBE,AZ,85501,,53478,04,007,99007,,
03005,03,005,GRAHAM,COUNTY,SAFFORD,AZ,85546,,37002,04,009,99009,,
03006,03,006,GREENLEE,COUNTY,CLIFTON,AZ,85533,,8594,04,011,99011,,
03007,03,007,MARICOPA,COUNTY,Phoenix,AZ,85003,,3868981,04,013,99013,,
03008,03,008,MOHAVE,COUNTY,LAKE HAVASU CITY,AZ,86403,,202399,04,015,99015,,
03009,03,009,NAVAJO,COUNTY,Holbrook,AZ,86025,,107232,04,017,99017,,
03010,03,010,PIMA,COUNTY,TUCSON,AZ,85701,,987910,04,019,99019,,
03011,03,011,PINAL,COUNTY,FLORENCE,AZ,85132,,383690,04,021,99021,,
03012,03,012,SANTA CRUZ,COUNTY,Nogales,AZ,85621,,47341,04,023,99023,,
03013,03,013,YAVAPAI,COUNTY,PRESCOTT,AZ,86305,,210867,04,025,99025,,
03014,03,014,YUMA,COUNTY,Yuma,AZ,85364,,201850,04,027,99027,,
03015,03,015,LA PAZ,COUNTY,PARKER,AZ,85344,,20449,04,012,99012,,
04001,04,001,ARKANSAS,COUNTY,DEWITT,AR,72042,,18890,05,001,99001,,
04002,04,002,ASHLEY,COUNTY,HAMBURG,AR,71646,,21663,05,003,99003,,
04003,04,003,BAXTER,COUNTY,MOUNTAIN HOME,AR,72653,,41276,05,005,99005,,
04004,04,004,BENTON,COUNTY,BENTONVILLE,AR,72712,,227724,05,007,99007,,
04005,04,005,BOONE,COUNTY,HARRISON,AR,72601,,37040,05,009,99009,,
04006,04,006,BRADLEY,COUNTY,WARREN,AR,71671,,11464,05,011,99011,,
04007,04,007,CALHOUN,COUNTY,Hampton,AR,71744,,5286,05,013,99013,,
04008,04,008,CARROLL,COUNTY,BERRYVILLE,AR,72616,,27490,05,015,99015,,
04009,04,009,CHICOT,COUNTY,Lake Village,AR,71653,,11678,05,017,99017,,
04010,04,010,CLARK,COUNTY,Arkadelphia,AR,71923,,22957,05,019,99019,,
04011,04,011,CLAY,COUNTY,PIGGOTT,AR,72454,,15843,05,021,99021,,
04012,04,012,CLEBURNE,COUNTY,HEBER SPRINGS,AR,72543,,25944,05,023,99023,,
04013,04,013,CLEVELAND,COUNTY,RISON,AR,71665,,8669,05,025,99025,,
04014,04,014,COLUMBIA,COUNTY,MAGNOLIA,AR,71753,,24659,05,027,99027,,
04015,04,015,CONWAY,COUNTY,MORRILTON,AR,72110,,21173,05,029,99029,,
04016,04,016,CRAIGHEAD,COUNTY,JONESBORO,AR,72401,,98374,05,031,99031,,
04017,04,017,CRAWFORD,COUNTY,VAN BUREN,AR,72956,,61819,05,033,99033,,
04018,04,018,CRITTENDEN,COUNTY,Marion,AR,72364,,50518,05,035,99035,,
04019,04,019,CROSS,COUNTY,WYNNE,AR,72396,,17753,05,037,99037,,
04020,04,020,DALLAS,COUNTY,FORDYCE,AR,71742,,8067,05,039,99039,,
04021,04,021,DESHA,COUNTY,Arkansas City,AR,71630,,12722,05,041,99041,,
04022,04,022,DREW,COUNTY,Monticello,AR,71655,,18702,05,043,99043,,
04023,04,023,FAULKNER,COUNTY,Conway,AR,72034,,116426,05,045,99045,,
04024,04,024,FRANKLIN,COUNTY,OZARK,AR,72949,,18001,05,047,99047,,
04025,04,025,FULTON,COUNTY,SALEM,AR,72576,,12301,05,049,99049,,
04026,04,026,GARLAND,COUNTY,HOT SPRINGS,AR,71901,,96637,05,051,99051,,
04027,04,027,GRANT,COUNTY,Sheridan,AR,72150,,17943,05,053,99053,,
04028,04,028,GREENE,COUNTY,PARAGOULD,AR,72450,,42719,05,055,99055,,
04029,04,029,HEMPSTEAD,COUNTY,HOPE,AR,71802,,22507,05,057,99057,,
04030,04,030,HOT SPRING,COUNTY,MALVERN,AR,72104,,33050,05,059,99059,,
04031,04,031,HOWARD,COUNTY,NASHVILLE,AR,71852,,13841,05,061,99061,,
04032,04,032,INDEPENDENCE,COUNTY,BATESVILLE,AR,72501,,36849,05,063,99063,,
04033,04,033,IZARD,COUNTY,Melbourne,AR,72556,,13569,05,065,99065,,
04034,04,034,JACKSON,COUNTY,NEWPORT,AR,72112,,17818,05,067,99067,,
04035,04,035,JEFFERSON,COUNTY,Pine Bluff,AR,71601,,76040,05,069,99069,,
04036,04,036,JOHNSON,COUNTY,CLARKSVILLE,AR,72830,,25654,05,071,99071,,
04037,04,037,LAFAYETTE,COUNTY,LEWISVILLE,AR,71845,,7542,05,073,99073,,
04038,04,038,LAWRENCE,COUNTY,WALNUT RIDGE,AR,72476,,17261,05,075,99075,,
04039,04,039,LEE,COUNTY,MARIANNA,AR,72360,,10279,05,077,99077,,
04040,04,040,LINCOLN,COUNTY,Star City,AR,71667,,14324,05,079,99079,,
04041,04,041,LITTLE RIVER,COUNTY,ASHDOWN,AR,71822,,12950,05,081,99081,,
04042,04,042,LOGAN,COUNTY,Paris,AR,72855,,22291,05,083,99083,,
04043,04,043,LONOKE,COUNTY,LONOKE,AR,72086,,69376,05,085,99085,,
04044,04,044,MADISON,COUNTY,Huntsville,AR,72740,,15680,05,087,99087,,
04045,04,045,MARION,COUNTY,YELLVILLE,AR,72687,,16634,05,089,99089,,
04046,04,046,MILLER,COUNTY,TEXARKANA,AR,71854,,43742,05,091,99091,,
04047,04,047,MISSISSIPPI,COUNTY,Blytheville,AR,72315,,46039,05,093,99093,,
04048,04,048,MONROE,COUNTY,Clarendon,AR,72029,,8066,05,095,99095,,
04049,04,049,MONTGOMERY,COUNTY,MOUNT IDA,AR,71957,,9395,05,097,99097,,
04050,04,050,NEVADA,COUNTY,PRESCOTT,AR,71857,,8993,05,099,99099,,
04051,04,051,NEWTON,COUNTY,JASPER,AR,72641,,8268,05,101,99101,,
04052,04,052,OUACHITA,COUNTY,CAMDEN,AR,71711,,25731,05,103,99103,,
04053,04,053,PERRY,COUNTY,Perryville,AR,72126,,10366,05,105,99105,,
04054,04,054,PHILLIPS,COUNTY,Helena,AR,72342,,21417,05,107,99107,,
04055,04,055,PIKE,COUNTY,MURFREESBORO,AR,71958,,11251,05,109,99109,,
04056,04,056,POINSETT,COUNTY,HARRISBURG,AR,72432,,24428,05,111,99111,,
04057,04,057,POLK,COUNTY,Mena,AR,71953,,20570,05,113,99113,,
04058,04,058,POPE,COUNTY,RUSSELLVILLE,AR,72801,,62614,05,115,99115,,
04059,04,059,PRAIRIE,COUNTY,DES ARC,AR,72040,,8570,05,117,99117,,
04060,04,060,PULASKI,COUNTY,Little Rock,AR,72201,,386765,05,119,99119,,
04061,04,061,RANDOLPH,COUNTY,POCAHONTAS,AR,72455,,17987,05,121,99121,,
04062,04,062,ST FRANCIS,COUNTY,Forrest City,AR,72336,,27944,05,123,99123,,
04063,04,063,SALINE,COUNTY,Benton,AR,72015,,109994,05,125,99125,,
04064,04,064,SCOTT,COUNTY,WALDRON,AR,72958,,11236,05,127,99127,,
04065,04,065,SEARCY,COUNTY,Marshall,AR,72650,,8083,05,129,99129,,
04066,04,066,SEBASTIAN,COUNTY,FORT SMITH,AR,72901,,126983,05,131,99131,,
04067,04,067,SEVIER,COUNTY,DE QUEEN,AR,71832,,17175,05,133,99133,,
04068,04,068,SHARP,COUNTY,ASH FLAT,AR,72513,,17277,05,135,99135,,
04069,04,069,STONE,COUNTY,MOUNTAIN VIEW,AR,72560,,12585,05,137,99137,,
04070,04,070,UNION,COUNTY,El Dorado,AR,71730,,41411,05,139,99139,,
04071,04,071,VAN BUREN,COUNTY,CLINTON,AR,72031,,17138,05,141,99141,,
04072,04,072,WASHINGTON,COUNTY,FAYETTEVILLE,AR,72701,,207796,05,143,99143,,
04073,04,073,WHITE,COUNTY,SEARCY,AR,72143,,78107,05,145,99145,,
04074,04,074,WOODRUFF,COUNTY,AUGUSTA,AR,72006,,7203,05,147,99147,,
04075,04,075,YELL,COUNTY,Danville,AR,72833,,21969,05,149,99149,,
05001,05,001,ALAMEDA,COUNTY,Oakland,CA,94612,,1531324,06,001,99001,,
05002,05,002,ALPINE,COUNTY,MARKLEEVILLE,CA,96120,,1112,06,003,99003,,
05003,05,003,AMADOR,COUNTY,JACKSON,CA,95642,,37493,06,005,99005,,
05004,05,004,BUTTE,COUNTY,OROVILLE,CA,95966,,219913,06,007,99007,,
05005,05,005,CALAVERAS,COUNTY,SAN ANDREAS,CA,95249,,45118,06,009,99009,,
05006,05,006,COLUSA,COUNTY,COLUSA,CA,95932,,21407,06,011,99011,,
05007,05,007,CONTRA COSTA,COUNTY,MARTINEZ,CA,94553,,1065917,06,013,99013,,
05008,05,008,DEL NORTE,COUNTY,CRESCENT CITY,CA,95531,,28485,06,015,99015,,
05009,05,009,EL DORADO,COUNTY,PLACERVILLE,CA,95667,,180933,06,017,99017,,
05010,05,010,FRESNO,COUNTY,FRESNO,CA,93721,,940974,06,019,99019,,
05011,05,011,GLENN,COUNTY,WILLOWS,CA,95988,,28173,06,021,99021,,
05012,05,012,HUMBOLDT,COUNTY,EUREKA,CA,95501,,135227,06,023,99023,,
05013,05,013,IMPERIAL,COUNTY,EL CENTRO,CA,92243,,175895,06,025,99025,,
05014,05,014,INYO,COUNTY,INDEPENDENCE,CA,93526,,18423,06,027,99027,,
05015,05,015,KERN,COUNTY,Bakersfield,CA,93301,,849467,06,029,99029,,
05016,05,016,KINGS,COUNTY,HANFORD,CA,93230,,151994,06,031,99031,,
05017,05,017,LAKE,COUNTY,Lakeport,CA,95453,,64295,06,033,99033,,
05018,05,018,LASSEN,COUNTY,SUSANVILLE,CA,96130,,34266,06,035,99035,,
05019,05,019,LOS ANGELES,COUNTY,LOS ANGELES,CA,90012,,9885201,06,037,99037,,
05020,05,020,MADERA,COUNTY,Madera,CA,93637,,152141,06,039,99039,,
05021,05,021,MARIN,COUNTY,SAN RAFAEL,CA,94903,,255252,06,041,99041,,
05022,05,022,MARIPOSA,COUNTY,MARIPOSA,CA,95338,,18189,06,043,99043,,
05023,05,023,MENDOCINO,COUNTY,UKIAH,CA,95482,,87434,06,045,99045,,
05024,05,024,MERCED,COUNTY,MERCED,CA,95348,,259620,06,047,99047,,
05025,05,025,MODOC,COUNTY,ALTURAS,CA,96101,,9498,06,049,99049,,
05026,05,026,MONO,COUNTY,MAMMOTH LAKES,CA,93546,,14395,06,051,99051,,
05027,05,027,MONTEREY,COUNTY,Salinas,CA,93901,,421343,06,053,99053,,
05028,05,028,NAPA,COUNTY,NAPA,CA,94559,,137883,06,055,99055,,
05029,05,029,NEVADA,COUNTY,Nevada City,CA,95959,,98714,06,057,99057,,
05030,05,030,ORANGE,COUNTY,Santa Ana,CA,92701,,3053932,06,059,99059,,
05031,05,031,PLACER,COUNTY,AUBURN,CA,95603,,356946,06,061,99061,,
05032,05,032,PLUMAS,COUNTY,QUINCY,CA,95971,,19649,06,063,99063,,
05033,05,033,RIVERSIDE,COUNTY,Riverside,CA,92501,,2236086,06,065,99065,,
05034,05,034,SACRAMENTO,COUNTY,Sacramento,CA,95814,,1435277,06,067,99067,,
05035,05,035,SAN BENITO,COUNTY,HOLLISTER,CA,95023,,56133,06,069,99069,,
05036,05,036,SAN BERNARDINO,COUNTY,SAN BERNARDINO,CA,92415,,2063143,06,071,99071,,
05037,05,037,SAN DIEGO,COUNTY,SAN DIEGO,CA,92123,,3138550,06,073,99073,,
05038,05,038,SAN FRANCISCO,CONS CITY-COUNTY,SAN FRANCISCO,CA,94102,,815016,06,075,67000,,
05039,05,039,SAN JOAQUIN,COUNTY,STOCKTON,CA,95202,,695130,06,077,99077,,
05040,05,040,SAN LUIS OBISPO,COUNTY,SAN LUIS OBISPO,CA,93408,,271253,06,079,99079,,
05041,05,041,SAN MATEO,COUNTY,REDWOOD CITY,CA,94063,,728288,06,081,99081,,
05042,05,042,SANTA BARBARA,COUNTY,Santa Maria,CA,93455,,425724,06,083,99083,,
05043,05,043,SANTA CLARA,COUNTY,SAN JOSE,CA,95110,,1811297,06,085,99085,,
05044,05,044,SANTA CRUZ,COUNTY,SANTA CRUZ,CA,95060,,264797,06,087,99087,,
05045,05,045,SHASTA,COUNTY,REDDING,CA,96001,,177917,06,089,99089,,
05046,05,046,SIERRA,COUNTY,Downieville,CA,95936,,3101,06,091,99091,,
05047,05,047,SISKIYOU,COUNTY,YREKA,CA,96097,,44726,06,093,99093,,
05048,05,048,SOLANO,COUNTY,FAIRFIELD,CA,94533,,416760,06,095,99095,,
05049,05,049,SONOMA,COUNTY,SANTA ROSA,CA,95403,,487549,06,097,99097,,
05050,05,050,STANISLAUS,COUNTY,MODESTO,CA,95354,,517849,06,099,99099,,
05051,05,051,SUTTER,COUNTY,Yuba City,CA,95993,,94739,06,101,99101,,
05052,05,052,TEHAMA,COUNTY,Red Bluff,CA,96080,,63338,06,103,99103,,
05053,05,053,TRINITY,COUNTY,WEAVERVILLE,CA,96093,,13718,06,105,99105,,
05054,05,054,TULARE,COUNTY,VISALIA,CA,93291,,447705,06,107,99107,,
05055,05,055,TUOLUMNE,COUNTY,Sonora,CA,95370,,54703,06,109,99109,,
05056,05,056,VENTURA,COUNTY,VENTURA,CA,93009,,830623,06,111,99111,,
05057,05,057,YOLO,COUNTY,Woodland,CA,95695,,202080,06,113,99113,,
05058,05,058,YUBA,COUNTY,MARYSVILLE,CA,95901,,72566,06,115,99115,,
06001,06,001,ADAMS,COUNTY,BRIGHTON,CO,80601,,451709,08,001,99001,,
06002,06,002,ALAMOSA,COUNTY,ALAMOSA,CO,81101,,16101,08,003,99003,,
06003,06,003,ARAPAHOE,COUNTY,LITTLETON,CO,80120,,585827,08,005,99005,,
06004,06,004,ARCHULETA,COUNTY,PAGOSA SPRINGS,CO,81147,,12015,08,007,99007,,
06005,06,005,BACA,COUNTY,SPRINGFIELD,CO,81073,,3809,08,009,99009,,
06006,06,006,BENT,COUNTY,LAS ANIMAS,CO,81054,,6305,08,011,99011,,
06007,06,007,BOULDER,COUNTY,BOULDER,CO,80306,,300506,08,013,99013,,
06008,06,008,CHAFFEE,COUNTY,SALIDA,CO,81201,,18022,08,015,99015,,
06009,06,009,CHEYENNE,COUNTY,CHEYENNE WELLS,CO,80810,,1870,08,017,99017,,
06010,06,010,CLEAR CREEK,COUNTY,GEORGETOWN,CO,80444,,9050,08,019,99019,,
06011,06,011,CONEJOS,COUNTY,CONEJOS,CO,81129,,8308,08,021,99021,,
06012,06,012,COSTILLA,COUNTY,SAN LUIS,CO,81152,,3641,08,023,99023,,
06013,06,013,CROWLEY,COUNTY,ORDWAY,CO,81063,,5803,08,025,99025,,
06014,06,014,CUSTER,COUNTY,WESTCLIFFE,CO,81252,,4225,08,027,99027,,
06015,06,015,DELTA,COUNTY,DELTA,CO,81416,,30366,08,029,99029,,
06016,06,016,DENVER,CONS CITY-COUNTY,Denver,CO,80202,,620018,08,031,20000,,
06017,06,017,DOLORES,COUNTY,DOVE CREEK,CO,81324,,2028,08,033,99033,,
06018,06,018,DOUGLAS,COUNTY,CASTLE ROCK,CO,80104,,292393,08,035,99035,,
06019,06,019,EAGLE,COUNTY,EAGLE,CO,81631,,51768,08,037,99037,,
06020,06,020,ELBERT,COUNTY,Kiowa,CO,80117,,23273,08,039,99039,,
06021,06,021,EL PASO,COUNTY,COLORADO SPRINGS,CO,80903,,636878,08,041,99041,,
06022,06,022,FREMONT,COUNTY,CANON CITY,CO,81212,,47293,08,043,99043,,
06023,06,023,GARFIELD,COUNTY,GLENWOOD SPRINGS,CO,81601,,56055,08,045,99045,,
06024,06,024,GILPIN,COUNTY,CENTRAL CITY,CO,80427,,5468,08,047,99047,,
06025,06,025,GRAND,COUNTY,HOT SULPHUR SPRINGS,CO,80451,,14535,08,049,99049,,
06026,06,026,GUNNISON,COUNTY,GUNNISON,CO,81230,,15427,08,051,99051,,
06027,06,027,HINSDALE,COUNTY,Lake City,CO,81235,,835,08,053,99053,,
06028,06,028,HUERFANO,COUNTY,WALSENBURG,CO,81089,,6509,08,055,99055,,
06029,06,029,JACKSON,COUNTY,WALDEN,CO,80480,,1379,08,057,99057,,
06030,06,030,JEFFERSON,COUNTY,GOLDEN,CO,80419,,538878,08,059,99059,,
06031,06,031,KIOWA,COUNTY,EADS,CO,81036,,1455,08,061,99061,,
06032,06,032,KIT CARSON,COUNTY,BURLINGTON,CO,80807,,8179,08,063,99063,,
06033,06,033,LAKE,COUNTY,LEADVILLE,CO,80461,,7378,08,065,99065,,
06034,06,034,LA PLATA,COUNTY,DURANGO,CO,81301,,51914,08,067,99067,,
06035,06,035,LARIMER,COUNTY,FORT COLLINS,CO,80522,,305137,08,069,99069,,
06036,06,036,LAS ANIMAS,COUNTY,TRINIDAD,CO,81082,,15049,08,071,99071,,
06037,06,037,LINCOLN,COUNTY,HUGO,CO,80821,,5432,08,073,99073,,
06038,06,038,LOGAN,COUNTY,STERLING,CO,80751,,22739,08,075,99075,,
06039,06,039,MESA,COUNTY,GRAND JUNCTION,CO,81502,,147499,08,077,99077,,
06040,06,040,MINERAL,COUNTY,CREEDE,CO,81130,,709,08,079,99079,,
06041,06,041,MOFFAT,COUNTY,CRAIG,CO,81625,,13411,08,081,99081,,
06042,06,042,MONTEZUMA,COUNTY,CORTEZ,CO,81321,,25441,08,083,99083,,
06043,06,043,MONTROSE,COUNTY,MONTROSE,CO,81401,,40918,08,085,99085,,
06044,06,044,MORGAN,COUNTY,FORT MORGAN,CO,80701,,28509,08,087,99087,,
06045,06,045,OTERO,COUNTY,LA JUNTA,CO,81050,,18943,08,089,99089,,
06046,06,046,OURAY,COUNTY,OURAY,CO,81427,,4430,08,091,99091,,
06047,06,047,PARK,COUNTY,FAIRPLAY,CO,80440,,16101,08,093,99093,,
06048,06,048,PHILLIPS,COUNTY,HOLYOKE,CO,80734,,4368,08,095,99095,,
06049,06,049,PITKIN,COUNTY,ASPEN,CO,81611,,17112,08,097,99097,,
06050,06,050,PROWERS,COUNTY,LAMAR,CO,81052,,12498,08,099,99099,,
06051,06,051,PUEBLO,COUNTY,PUEBLO,CO,81003,,160431,08,101,99101,,
06052,06,052,RIO BLANCO,COUNTY,MEEKER,CO,81641,,6815,08,103,99103,,
06053,06,053,RIO GRANDE,COUNTY,DEL NORTE,CO,81132,,11933,08,105,99105,,
